"","artist_name","artist_id","album_id","album_type","album_release_date","album_release_year","album_release_date_precision","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","analysis_url","time_signature","disc_number","duration_ms","explicit","track_href","is_local","track_name","track_preview_url","track_number","type","track_uri","external_urls.spotify","album_name","key_name","mode_name","key_mode"
"1","Lizzo","56oDRnqbIiwx4mymNEv7dS","6dFFcYQ8VhifgdKgYY5LYL","album","2019-04-19",2019,"day",0.566,0.66,1,-4.039,1,0.0479,0.0156,0,0.234,0.52,162.159,"6YdQgWSpsxhVeX6Xmv3IFJ","https://api.spotify.com/v1/audio-analysis/6YdQgWSpsxhVeX6Xmv3IFJ",3,1,179978,TRUE,"https://api.spotify.com/v1/tracks/6YdQgWSpsxhVeX6Xmv3IFJ",FALSE,"Cuz I Love You","https://p.scdn.co/mp3-preview/04472d81bc5a9669b8de9bd000085ac6456abc98?cid=841bc9c803cd42d7ae6230b2f464867f",1,"track","spotify:track:6YdQgWSpsxhVeX6Xmv3IFJ","https://open.spotify.com/track/6YdQgWSpsxhVeX6Xmv3IFJ","Cuz I Love You","C#","major","C# major"
"2","Lizzo","56oDRnqbIiwx4mymNEv7dS","6dFFcYQ8VhifgdKgYY5LYL","album","2019-04-19",2019,"day",0.694,0.807,2,-3.183,1,0.0888,0.0167,0,0.547,0.797,144.031,"5I7sGubUsKo4mVJpBoSVUr","https://api.spotify.com/v1/audio-analysis/5I7sGubUsKo4mVJpBoSVUr",4,1,184857,TRUE,"https://api.spotify.com/v1/tracks/5I7sGubUsKo4mVJpBoSVUr",FALSE,"Like a Girl","https://p.scdn.co/mp3-preview/4f917112d7f75e2ca776c61b6dc8ab72fb9f8d06?cid=841bc9c803cd42d7ae6230b2f464867f",2,"track","spotify:track:5I7sGubUsKo4mVJpBoSVUr","https://open.spotify.com/track/5I7sGubUsKo4mVJpBoSVUr","Cuz I Love You","D","major","D major"
"3","Lizzo","56oDRnqbIiwx4mymNEv7dS","6dFFcYQ8VhifgdKgYY5LYL","album","2019-04-19",2019,"day",0.767,0.889,7,-2.988,1,0.0963,0.00611,0,0.402,0.843,119.93,"0k664IuFwVP557Gnx7RhIl","https://api.spotify.com/v1/audio-analysis/0k664IuFwVP557Gnx7RhIl",4,1,195144,TRUE,"https://api.spotify.com/v1/tracks/0k664IuFwVP557Gnx7RhIl",FALSE,"Juice","https://p.scdn.co/mp3-preview/7ca1598cec36c49118562b02491b9a030e233d88?cid=841bc9c803cd42d7ae6230b2f464867f",3,"track","spotify:track:0k664IuFwVP557Gnx7RhIl","https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl","Cuz I Love You","G","major","G major"
"4","Lizzo","56oDRnqbIiwx4mymNEv7dS","6dFFcYQ8VhifgdKgYY5LYL","album","2019-04-19",2019,"day",0.693,0.849,7,-4.517,1,0.0892,0.00466,0.00127,0.503,0.767,99.021,"6h2wpo2pshM8QnAvRySEO0","https://api.spotify.com/v1/audio-analysis/6h2wpo2pshM8QnAvRySEO0",4,1,175234,TRUE,"https://api.spotify.com/v1/tracks/6h2wpo2pshM8QnAvRySEO0",FALSE,"Soulmate","https://p.scdn.co/mp3-preview/467bc6a734bfb66e77f069ed62c40598c057c083?cid=841bc9c803cd42d7ae6230b2f464867f",4,"track","spotify:track:6h2wpo2pshM8QnAvRySEO0","https://open.spotify.com/track/6h2wpo2pshM8QnAvRySEO0","Cuz I Love You","G","major","G major"
"5","Lizzo","56oDRnqbIiwx4mymNEv7dS","6dFFcYQ8VhifgdKgYY5LYL","album","2019-04-19",2019,"day",0.674,0.542,8,-6.983,1,0.253,0.0476,0,0.0682,0.534,150.979,"3kxsEF30mM0TZWfkOv4XsS","https://api.spotify.com/v1/audio-analysis/3kxsEF30mM0TZWfkOv4XsS",3,1,231570,FALSE,"https://api.spotify.com/v1/tracks/3kxsEF30mM0TZWfkOv4XsS",FALSE,"Jerome","https://p.scdn.co/mp3-preview/8f662de51ad3f613063baba18babe9c508e84be2?cid=841bc9c803cd42d7ae6230b2f464867f",5,"track","spotify:track:3kxsEF30mM0TZWfkOv4XsS","https://open.spotify.com/track/3kxsEF30mM0TZWfkOv4XsS","Cuz I Love You","G#","major","G# major"
"6","Lizzo","56oDRnqbIiwx4mymNEv7dS","6dFFcYQ8VhifgdKgYY5LYL","album","2019-04-19",2019,"day",0.623,0.719,11,-3.331,0,0.0403,0.0383,0,0.247,0.722,131.027,"6pRLJSrcskYSKYuKgJtDgD","https://api.spotify.com/v1/audio-analysis/6pRLJSrcskYSKYuKgJtDgD",4,1,175952,FALSE,"https://api.spotify.com/v1/tracks/6pRLJSrcskYSKYuKgJtDgD",FALSE,"Crybaby","https://p.scdn.co/mp3-preview/d9ef0675e835123cbb253a6a96bc37036306990e?cid=841bc9c803cd42d7ae6230b2f464867f",6,"track","spotify:track:6pRLJSrcskYSKYuKgJtDgD","https://open.spotify.com/track/6pRLJSrcskYSKYuKgJtDgD","Cuz I Love You","B","minor","B minor"
"7","Lizzo","56oDRnqbIiwx4mymNEv7dS","6dFFcYQ8VhifgdKgYY5LYL","album","2019-04-19",2019,"day",0.833,0.722,1,-5.563,1,0.136,0.0573,1.14e-05,0.358,0.588,107.019,"6nBQFAIVFmAx2oZ8p6lUg6","https://api.spotify.com/v1/audio-analysis/6nBQFAIVFmAx2oZ8p6lUg6",4,1,175342,TRUE,"https://api.spotify.com/v1/tracks/6nBQFAIVFmAx2oZ8p6lUg6",FALSE,"Tempo (feat. Missy Elliott)","https://p.scdn.co/mp3-preview/e75e1519123e780dff439d0eea7de584e0fd0cb1?cid=841bc9c803cd42d7ae6230b2f464867f",7,"track","spotify:track:6nBQFAIVFmAx2oZ8p6lUg6","https://open.spotify.com/track/6nBQFAIVFmAx2oZ8p6lUg6","Cuz I Love You","C#","major","C# major"
"8","Lizzo","56oDRnqbIiwx4mymNEv7dS","6dFFcYQ8VhifgdKgYY5LYL","album","2019-04-19",2019,"day",0.872,0.718,6,-3.238,0,0.229,0.114,0,0.333,0.833,112.981,"7BZtzkbV48eu0sGKhHP7R9","https://api.spotify.com/v1/audio-analysis/7BZtzkbV48eu0sGKhHP7R9",4,1,143190,TRUE,"https://api.spotify.com/v1/tracks/7BZtzkbV48eu0sGKhHP7R9",FALSE,"Exactly How I Feel (feat. Gucci Mane)","https://p.scdn.co/mp3-preview/eed98a5739b6ab6640cd4d0fd6607e0d1b939257?cid=841bc9c803cd42d7ae6230b2f464867f",8,"track","spotify:track:7BZtzkbV48eu0sGKhHP7R9","https://open.spotify.com/track/7BZtzkbV48eu0sGKhHP7R9","Cuz I Love You","F#","minor","F# minor"
"9","Lizzo","56oDRnqbIiwx4mymNEv7dS","6dFFcYQ8VhifgdKgYY5LYL","album","2019-04-19",2019,"day",0.702,0.928,7,-2.039,1,0.199,0.0353,3.02e-06,0.192,0.556,129.894,"4G6ZVCy1V2w0xjW2lbazNE","https://api.spotify.com/v1/audio-analysis/4G6ZVCy1V2w0xjW2lbazNE",4,1,133058,FALSE,"https://api.spotify.com/v1/tracks/4G6ZVCy1V2w0xjW2lbazNE",FALSE,"Better in Color","https://p.scdn.co/mp3-preview/09e2b78d3e62046d47fa3e379f7772a046e48a2c?cid=841bc9c803cd42d7ae6230b2f464867f",9,"track","spotify:track:4G6ZVCy1V2w0xjW2lbazNE","https://open.spotify.com/track/4G6ZVCy1V2w0xjW2lbazNE","Cuz I Love You","G","major","G major"
"10","Lizzo","56oDRnqbIiwx4mymNEv7dS","6dFFcYQ8VhifgdKgYY5LYL","album","2019-04-19",2019,"day",0.67,0.725,0,-6.373,1,0.0972,0.0164,0,0.353,0.161,117.194,"1xJAmebcsIOntzmfYtXrfc","https://api.spotify.com/v1/audio-analysis/1xJAmebcsIOntzmfYtXrfc",4,1,202321,TRUE,"https://api.spotify.com/v1/tracks/1xJAmebcsIOntzmfYtXrfc",FALSE,"Heaven Help Me","https://p.scdn.co/mp3-preview/c41a054b3e5842228e6fdb50fa0a3c7063170030?cid=841bc9c803cd42d7ae6230b2f464867f",10,"track","spotify:track:1xJAmebcsIOntzmfYtXrfc","https://open.spotify.com/track/1xJAmebcsIOntzmfYtXrfc","Cuz I Love You","C","major","C major"
