"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
-1.19957256867434,-0.886420166611847,-0.767397825479474,-0.749321465873291,-0.55064505763358,-1.09896183040599,-2.52148183851452,-1.37043315822974,-1.65602207006628,-0.626147013963374
-0.517582600314133,-1.61988629733672,-1.13260158180386,-0.843866697676636,-1.25956114114304,-2.95281122902585,-1.70915899863369,-1.77283442711726,-1.6315075157583,-2.73722476425499
0.662478162560892,1.89380827936512,1.25653446421057,1.03413302385813,0.86840288334277,0.503152794752939,0.607493770462725,0.365995994455537,1.20928574193009,1.22988786056228
2.00022412416076,1.7205381320891,1.87252797336489,1.0820322634188,1.67531371357062,-0.470523316101998,-0.482560772258735,-0.235630427482493,-0.984606363015707,-0.984836171940344
-0.188600833125422,0.433413066611821,0.346252114988339,-0.13167609783319,-0.187609609815268,-0.307936458648753,0.110649610300455,1.34462236766824,0.871383850788673,1.46525551088103
-0.00859210768517577,0.0254072306732495,-0.860647733313049,-0.583693518395115,0.380175128954346,-1.48033484040782,-2.24707481681013,-0.842185514614442,-0.553748464712603,-1.37588379862951
-0.614444266954847,-0.506858548344881,-0.920990688788272,-1.52237040861739,-1.01446657620281,-1.28460721441185,-0.665395222127532,-1.6975096434917,-0.376668964707364,-0.577737379780785
-0.120582557489993,0.091407174642146,0.0010685929694879,-0.145807306847052,0.0121187287871078,-1.84502906598811,-1.70783420220011,-0.904451103024898,-1.9946890513488,-1.41095646061597
-0.835443858035984,-0.516870073344682,-1.40228339826219,-1.07104058213849,-0.476455860077721,-0.641551223130368,-1.84494790482052,-1.36477144439035,-1.37433385075228,-1.03606638353824
-0.134494636025427,-0.504616732175183,-0.318101459290895,-0.892714810115624,0.0986670512391371,-0.883345112914485,-0.498597671965528,0.452642454709129,-0.56004323331693,0.203669611532418
1.50836659547694,1.52775659819455,0.930443618321073,1.58776494516862,1.52293906217581,0.655919523563431,-0.102134952770675,-0.141572159728546,0.877844282840484,0.296615907992388
-1.23490850053087,-0.547380687900251,-1.67188002137083,-0.587476195879298,-0.72841511381784,-0.128342518530601,-0.214499585851585,-0.61624518278181,-0.27634555806124,-0.326493095997157
0.578476886173667,0.381524907259828,1.10902566794277,0.714923906882323,0.903592952231981,0.0259898614727619,0.740075274924162,0.827193906598263,0.639885614510708,0.00487800517589083
-0.287163955921191,0.0935471064595952,0.292287715034384,0.265317303017506,-0.248002023058395,1.3212137831598,0.244087051981788,0.793928075185649,0.685569609235524,1.01844280701191
-0.94941289356773,-1.12522952893076,-1.22229669894899,-0.752721672079417,-1.12349872823788,0.890791854068868,1.64183033068142,1.64931717470054,1.10401451646895,1.30247840902897
-1.560112182534,-0.41585855364127,-0.403245516114291,-1.1506101664681,-0.873630923761211,-1.12105139405733,0.00498545549339985,0.0150851379804567,-0.913049847992046,-0.902980799758246
-0.287463710251934,0.039608765255439,-0.285949586960988,0.0450805016341103,0.350728443992179,-0.604668438360299,1.07243283733416,0.605409395269187,0.455132337952814,0.5889030839408
1.38494797320422,0.997135671623234,0.442799780735114,0.825051082830261,0.277412037993574,0.728468004223368,0.563708572629813,1.68082366269691,1.32061990902342,1.48512686635762
0.425080610211036,0.106328949873601,-0.666693649497926,0.183297264947615,-0.136329777910013,0.684384404786294,-0.0470539488218073,-0.249932331343981,-0.790153234506595,-0.604988351147389
-0.733212597950109,0.0492823610009144,-1.40109070958574,-0.291415743197891,-0.260492748297145,-1.60111004346833,-1.66275833062581,-0.443900200476824,-0.210909393208595,-1.29996971594208
-1.35362377461881,-1.64708421193404,-1.67447877606183,-1.6853382450719,-1.31771505379619,-0.564321769353796,-0.756840726529024,-0.644287745037677,-1.01757047054616,-1.32453481938453
-0.534710619287702,-0.623181823170757,-0.296511793620429,-0.914828112060435,-0.000324220310175589,0.775572754113065,0.673370610831468,0.463730208838384,0.98743093552019,1.49782474707028
-0.672770035554203,-0.583560875707724,-0.307090990726941,-0.00796034756420702,0.318504267041357,0.578856744319751,0.0634629687144992,0.140489219634311,0.500416373385433,0.488291593665204
0.505459288775149,1.50765938099241,0.919281588961693,1.05312184218605,0.457378339456943,0.95318777160155,0.729675117880246,2.07868233508784,0.768795554371767,1.21719032720578
1.73443083359608,2.44005799360772,1.14386225867656,1.04491284976161,1.78722940976454,1.42238582202675,0.483450072723337,0.844722303819136,0.760553909878997,0.551542612440713
0.229707349070885,0.0127959354407635,0.176255413473881,0.431884107351998,0.0447479252460796,-0.18278684436483,0.582252714287326,-0.280410524030891,1.07067858644183,0.71982073582026
-0.0802844043578467,-0.325734115448596,-1.30246828036456,-0.676318103364862,-0.700928154646816,0.358410538063024,0.594433337125279,0.547319667009334,-0.093285683569982,0.50399872183774
0.451054446014606,0.98977099030234,0.329351764626392,0.271454391248809,0.338406478258503,0.451384813342683,-0.364746247932279,-0.327019404283232,-0.0471568213522048,0.310464475471678
-1.23618302760908,-1.39135674290465,-0.631313186880867,-1.96073011591391,-0.97504691499368,-0.915223505070305,-1.46067675960486,-1.08493240060471,-1.00120745533039,-0.794831351820876
