"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
0.0395535631802324,0.56679912825075,1.46037983031197,0.551368956833961,1.35355893772512,1.03065054206781,0.140740828789671,0.810873496621156,1.34359136850624,2.26831966897457,-0.887089482822087
-1.20962680818371,0.350665774778045,-0.340243462490321,-0.390595156551534,-2.46630425703052,-1.34631442232409,-0.926472177232816,-0.280642212266803,-0.640843001973629,0.0553629300148178,-1.03453677006109
-0.129359873033895,-0.157915585732168,-0.729890127783568,-0.681123915080171,0.528221705688541,0.643488569068256,1.00250162037928,0.505844472765886,-0.286315570246437,-0.34235411402089,0.815404321002419
0.832149930292736,-0.27604432179354,-1.00119730766179,-0.831879468770231,0.625230523268424,0.364713094896563,0.444775148549222,-0.151326935840183,0.841733567452768,0.31178139070019,-0.129617390315791
-0.773323859703782,0.42321193461275,0.262140042806419,2.08855143173569,0.291388495351214,0.590524023307385,-0.120923897899688,1.0452623033737,0.812294453759845,-0.70686157731835,0.419602425955474
1.0620966449157,1.57677864315442,1.16145332998008,-0.423394473900271,1.26585736513944,0.184651242374521,-0.671515535800764,-0.236696029016846,0.634497444630184,-0.798175457974619,1.73834048944086
1.15753836549967,1.15515757052804,-0.158156875231653,0.936372444233736,0.3081050507473,0.302855836808486,0.299005985716856,1.40376754324776,1.1018951364992,1.48980260917263,0.211561665711001
1.43655695866611,-0.238843773949127,0.795929893226996,0.7094164927584,0.0827803575238816,1.23896859956354,0.773490917073586,0.231400905489252,0.0748117747115859,0.893079915429911,1.06948257219509
-3.41941504537573,-1.66765289213008,-2.34335832425203,-1.81490296424291,-2.31460811988071,-3.04485968744305,-3.18142028391684,-2.87787519323043,-1.24792299078068,-0.856487451389686,-2.69141575075232
-1.67238638054554,-0.822933661326611,0.529280460722791,0.227547066755242,-0.548445450870776,0.747883547313078,-0.675784292848134,-0.115117105128059,-0.446241186497654,-0.395377031869191,0.10406652412473
0.0684575772062116,-0.833805369709429,-2.34150002496981,-1.52613422295162,-0.69690491474983,-0.395166990994004,-1.6715738662146,-1.61453451434683,-1.92188265602477,-0.847971602527929,-0.906017947184522
