"py","r"
106.45150136576,79.5069537128552
83.2236219432469,64.0262548276747
94.3575409360481,97.0601852770877
97.5943512595325,84.0005902800424
94.851219877692,76.2566490523945
88.7265058069022,78.8717104620805
108.138263969267,84.5100434247738
88.8640915390428,76.2576604121071
114.221084566524,33.0967388358589
89.2474308113709,78.9883613494292
105.658435850682,69.8587150016264
117.439744712413,77.5932279081185
73.3336715866519,83.1455321831171
86.6545347981915,94.5963155820975
88.4001439632761,64.8179111673575
97.6314047768409,93.235596848618
86.5889649430071,79.701873676529
58.1225349491427,89.5390853817667
60.7143968570938,87.8901999560691
105.841360148762,85.0922942801361
86.3203368710583,60.39633486005
68.62429879224,73.7373905874501
87.9369917308845,83.7292542679936
104.576096390071,61.6506729911872
112.74232153518,67.400396595966
84.8343704207256,83.1339509675436
86.9127674067728,85.7545023296843
68.8420429776626,81.4927462395623
95.5211682579753,62.5991318362645
82.3200614884786,59.60306741893
95.4654014788946,96.177898137269
98.4580480467458,78.6109001254484
102.421242263639,76.2381632082342
82.6928834951135,73.3074484744527
96.0594614795756,58.2793954677526
69.3958958511199,83.5679565725654
80.586491899446,71.9600421595487
79.7891088698818,72.4414061113531
61.0295082006404,88.0668485999962
90.4334712827071,86.5048235471155
92.4719832024031,94.4896292630798
85.667312417416,68.3335650772346
99.0979588283942,84.1048798501683
81.2795420750811,94.47554638946
73.5806274669685,59.4489556877294
95.1938163106646,62.9489037837102
80.2632818857599,59.1556584680472
107.329215140655,54.5710040069665
84.8226455686399,76.1197557453763
97.8677746008265,84.1448607550887
88.0144806339774,69.2267289721269
85.6712663075159,40.5206483753958
54.9518702974023,92.176221435478
97.7272285250912,64.8007316738925
59.9983988686327,61.1109388312272
71.582707186841,46.4732057682619
63.6661617719672,69.8525213582308
68.1647474206754,54.7946386189185
72.8228955175225,59.8636457309417
71.7874143699551,94.4658296661072
69.623611736989,66.6650084653996
71.6210909191305,49.6361347011372
62.7184714623,73.1009307668803
62.4367430396814,63.107970103069
45.0835138012778,81.2102574117594
64.2649940968927,97.2160166268888
62.310246131833,51.1388422889196
110.528365005172,78.6383556540254
49.5682565321542,71.6130631148913
72.0588432783791,87.0157460630263
47.5956239902556,65.6342153600209
47.943463878448,85.8957623007517
71.8705357929551,36.8439386346028
55.0504129767394,102.099719504954
69.9726607854294,86.430781591853
63.5761167786128,67.1352562111708
60.7949259032576,42.4688645273558
39.6298323187134,82.2171653007976
51.6287807446002,79.1806834124806
72.6927466167691,69.8792430979936
78.514308916353,72.8776619643861
62.6068396966979,58.9019295633537
70.0009432609803,77.0073279199746
86.8433446506995,75.5984324546708
91.5978361446429,64.6940719064911
53.5432934739127,44.6115035570301
68.2402065962473,83.3142275503607
88.0224760137955,80.5297358232066
62.9540562915055,54.1101747367731
69.2129577259151,39.7028249218814
68.7083905264437,73.894213031165
56.6848147314035,63.4433284185151
63.3297399267289,74.7996223639246
69.5583268136764,45.4139531557935
63.7919672641311,51.7757615567731
86.7007903505231,90.6297222199181
62.7851073751903,77.6717231895986
63.5024645109891,81.1432631976667
80.4529386482815,104.489340476925
54.1544738024364,72.4476071434453
54.9814152453698,8.84612510129371
101.675543948671,22.5886054112512
118.426502547176,7.61804972130664
136.190784845986,24.280227982717
67.4627680351896,37.572470795256
71.9828886874579,9.59351532442299
80.8835721047976,13.1387109494432
73.9188843584562,22.5587672734104
82.0851255371502,9.78884656208673
91.2924406464699,17.4005924813647
70.9755589852003,32.4730649400568
135.739443339663,33.6345401676414
97.1554948977109,26.6061599803251
93.3178379898884,-0.218667956809576
104.912392832092,21.352039158086
95.7483037223593,34.7772785720594
92.3582392608818,31.7583404489393
124.535748471042,19.7102023107486
90.6593957981579,-10.3991577027644
69.3279559181555,22.7315996656134
102.713357808868,28.8850203698029
87.9697425294182,22.5496429567012
84.5640781328746,23.8889504821105
73.6373759862566,27.1787844744252
103.567318065334,17.2414031673975
91.5196353114601,37.7197387090186
105.313354572961,27.6447207984873
90.3126944538816,7.08795675310478
81.8299314835646,38.5789054766264
120.004732081574,36.4535072441179
89.5647256977721,31.8888875641826
113.959039917504,2.04844717377286
70.9683513978212,15.1683238767342
85.67767807249,29.6261658074743
89.6129720969364,22.5246640909343
87.1806918373828,26.1761476439357
121.974140239834,51.515122586445
94.5447059740317,12.179436107204
99.884517022069,-3.35840137914964
76.1525658427215,25.284343269165
80.4156544698085,13.7488379050791
114.961378171097,27.3524926355424
120.169633291911,12.2513833145128
119.977273776202,48.5446657640216
67.3872590094934,20.5155283410708
135.999213872728,16.2719739276394
115.337456595991,20.0048621021607
94.4656507172348,32.3507606035172
109.072155575965,23.1680858224338
75.5722954169627,2.49259912946454
19.9445507860825,36.3109546116173
29.1229060119447,9.8466019620084
20.4678909544708,36.452984275063
28.8208656993733,9.17724321004738
18.2423284760136,16.2922423090935
19.3053519754246,44.1880827366943
25.7884335932544,19.0675296995687
31.9153236413088,38.0852844644124
5.04325402361549,19.0491289507541
19.5981497018527,-2.79816088071441
19.148453825,9.57013315186833
10.8929521552286,5.49516234672768
7.58768766873016,15.7670602910081
12.4312165523502,18.2827094468373
27.0416926401559,21.3929158587521
15.0041281257962,19.8647971142276
10.5813462859362,56.1674347072019
21.9609958338332,0.438028266147867
5.15942917868781,16.9479868879677
32.5504853148401,29.9343859778161
14.1848550053755,51.6835185188619
22.269545740168,25.5048722271315
20.6120759788997,45.0655620428096
19.9971119733627,-3.95744410781301
41.7125845093144,48.5880609314341
10.0960645146807,12.2604770816919
33.7456454267358,19.3006715472845
20.3788782506389,5.13988108170957
9.97753033631937,26.2757783793007
19.1748362118018,54.3507638794364
28.9612602441496,65.176777039277
14.8937751872648,5.693908663987
10.7350131776785,32.2609988768527
21.8331692809747,47.604869558653
31.8631621421456,20.6738341061628
19.1184999839339,20.2910284389944
3.3556813572831,18.8187747727104
4.31988914749565,34.1631563098945
10.7792560990647,47.7562999838679
13.6747024955065,35.6895359410794
19.7428752195005,29.4431962430485
28.0459768519554,18.8682112617866
14.7845955371311,32.4719276544851
6.63344260024584,14.6578723954151
27.285271938542,19.2526394381669
23.3054836248751,42.6407285328995
33.8881648329768,31.5142224990398
-0.189770313739068,28.0972769984439
21.0478290667385,19.6546698589562
36.240342727312,39.827559325243
81.0189510245057,1.44268269532692
54.5687388334947,17.2362830243631
65.6658434559812,23.5651106057686
65.588802958303,14.9479878187874
58.0597312596692,22.5698916125359
53.0151361280479,16.2167881989899
64.9708066399208,45.2751590382514
72.8661425937556,31.7128290223293
82.7221073477186,65.4879805474986
42.0901665406494,9.07383593161183
56.5707263202511,33.2154887201987
61.262837383857,52.4704621519556
45.0421156319915,25.5147008272886
55.9935986984925,4.75387287241153
55.6717788898219,5.90516247295073
56.3291636016848,20.4687815262358
38.7339848102352,40.6368654128012
67.5610226034386,32.2560072997008
57.416924764942,-11.0755249141863
83.245894325986,10.4946883670005
74.551471392981,20.8641528706052
47.5576452184064,-0.872002308671522
66.1807450520701,31.417944697423
57.8747481892022,-15.9200321277973
75.6593740236142,23.1493464606068
65.636844985984,15.1316682130942
58.3157164898641,13.6325387157889
70.2607644340726,16.7452882132192
66.831297903709,25.7219220706176
63.0245890190052,26.9448986690848
89.2386874577117,17.6159443344606
58.6473693641929,-7.87425645510839
59.3505563241915,-0.588439474829691
46.4487569117897,-1.04486660958603
64.5136793204579,32.427951703379
75.6842756656481,17.3457752719308
40.1433457888494,25.0451491112701
61.9992185591238,-2.38391281433724
50.8201948801602,12.9661798995553
82.3032471802029,29.4367795976024
81.2947464665463,18.3251081487012
69.0140341680878,19.2729602069602
82.1520569648027,19.9190779184045
54.5921857894558,39.1636471038945
76.4078206996626,11.7765464880045
57.9798618964012,31.1418968747205
68.8514902703076,34.4789940830633
61.4072478000211,3.1602314471847
61.6574830004832,22.8188827472851
71.5533818999544,20.8316747080438
