"jobSuccess","GPA","ParentalIncome_k","WorkedInSchool","DeansList","StudentClubs","SAT"
760.799556170531,3.01047335812375,77.9581851228473,1,0,0,1312.89073211144
832.801631402117,3.02270957517847,53.4004809034769,1,0,1,1829.25534700996
811.932072600725,2.82224770220446,68.8863987453969,0,0,0,1684.19585294178
794.860292381628,2.80525539708018,79.1184255408135,0,0,1,1607.77555100309
766.116024426269,2.73515054569179,60.0380983163062,1,1,0,1458.93973374854
730.558382887796,3.14950986655178,73.08109939732,1,1,1,1165.54735892488
827.951153147312,3.52904123480243,65.0805594321959,1,0,0,1741.75864826097
822.632461472442,2.43493928145728,67.3599403408045,0,1,0,1795.18736806272
809.424804515405,2.76748452915362,85.1494587777217,1,0,0,1544.1198372535
900.200395071075,2.88634714220805,89.7714088693442,1,1,1,1945.35025132765
856.055578344302,3.28666465212456,79.3525430320903,0,0,0,1931.08314584651
887.088768523683,3.14608932800744,81.9220350690984,1,0,0,1963.83995536216
770.378290174399,2.7831470354118,63.0513567378433,0,1,1,1440.15607744634
810.195060982704,2.2778584710302,58.0484532527752,0,0,0,1754.37099449156
883.173845935088,3.06772990841284,59.1999080087109,0,0,0,2140.89304195808
927.421156766301,2.93732839984855,68.4451761346695,1,1,0,2213.49434967528
979.746808644557,2.61287009377219,77.7874782166714,1,1,0,2305.28948416
811.424260767374,2.98822722291831,66.7617933650651,0,0,1,1598.3599147317
836.699508796898,2.73368394752887,74.3534180560216,1,0,1,1731.4836397133
836.00419154475,3.0292129117491,50.9075583838704,1,1,1,1702.62165430397
876.368112824711,2.90877820511978,51.1066221879276,1,1,1,1929.15809005668
739.297556316317,3.08307053020521,68.4086817985573,0,0,1,1327.4107159784
771.696554631852,2.61105205743428,63.7559806776523,1,1,0,1461.66017084687
794.712965573155,3.13421976835873,67.2083823423604,1,0,1,1410.72697907945
793.849898907739,4,62.2372266850078,1,0,0,1542.26262105915
773.629392935144,3.65398119814096,66.5388178292762,1,0,0,1530.02486333746
839.722600710019,3.56133002022936,87.2788422683076,1,1,0,1627.75464183027
960.128975520748,2.53199676972274,71.2023908250557,1,0,0,2400
790.837562397834,2.9803554961813,52.10583142856,0,0,0,1619.32263623929
842.731126437073,3.29307135001981,76.1484723212856,1,0,0,1724.98526434898
863.417612120007,2.8991071841228,75.7925190293669,0,0,1,1962.083020958
868.377840709624,3.19089752609545,76.3087437703145,1,0,1,1776.84841541273
755.442877710111,2.58253844961072,71.1154005015386,0,0,0,1434.91954841904
881.463937630833,3.25634643479498,94.6733268883262,1,0,0,1829.31354380107
706.548349489715,1.86094737254651,69.4357412430574,1,0,1,1049.33772703507
808.282060457051,2.93125586002612,83.2323081169198,0,1,0,1625.12610171912
849.535853766763,3.01627979151661,95.4244845086507,0,1,1,1770.30292645096
801.218248917114,3.08545028964869,80.3972791077001,1,1,1,1431.40071581893
902.4846909402,2.95134182363883,73.8824753676205,0,0,0,2105.09431138925
786.361200008937,2.87359624324924,62.7791160682836,1,0,0,1547.87856957024
854.17461239849,3.0652720572031,81.2608944181618,1,1,0,1705.56401219742
807.212252478529,3.00642573233495,75.1488732414916,0,0,0,1550.79572733579
816.433049698443,3.68589481605741,102.645973357248,1,0,0,1503.1049606336
864.617422263393,2.8691701646471,64.1030912215667,1,1,0,1986.7475052427
750.104085495644,2.46809544831531,95.8570856106544,1,0,1,1212.60702855616
793.778605492305,3.02280740401319,69.9679941825667,1,0,1,1592.35181072073
785.179464393745,3.0305408192718,79.5418221709101,1,1,1,1352.1711804375
825.226729879777,2.83399745267322,75.5811153188808,1,1,0,1613.44126785258
854.897255803404,2.24693049945077,84.0066694904054,1,0,1,1704.58978569384
900.37109433156,2.66670834528079,88.3166083462359,1,1,0,1906.15814086562
839.432058037471,3.68429309957625,86.044521237677,0,0,0,1790.56377431228
776.516125092874,3.09605863506387,57.2398536310403,1,0,0,1373.75483242515
801.62831810056,3.59599416289476,69.9815313852238,0,0,1,1617.34218353755
805.059505405086,3.42795934059915,66.4780966021806,0,1,1,1606.89010894408
733.658647824178,3.23147268339262,71.0286455125004,1,0,0,1246.33707679463
843.673912332894,2.98223369624771,91.6167471608842,1,0,1,1507.90694885374
957.521261622927,3.04542834234848,61.5012945697189,1,0,1,2341.04646656945
785.906081602695,2.19084942462367,47.3612370987799,1,0,1,1568.85618961005
650.342937173437,2.78470794113151,71.733287655724,1,0,1,855.737577143448
880.334683116362,2.60831376400718,77.567611298687,1,0,1,1842.13363351364
725.000000520003,2.98383492392779,73.1302847385645,0,0,0,1283.62650726044
788.578257513972,3.09921419906122,50.6313263039384,0,0,1,1742.75254669467
776.426995256152,2.94111303717344,67.8183023325592,1,0,1,1477.50601848853
843.867951931305,2.48364982817663,82.1975088504291,1,0,1,1621.32912829921
700.289002466782,3.01836048617777,69.9446165972595,1,1,0,1059.32988823777
848.394104272122,2.97360467278213,91.7718145313802,1,0,0,1760.6171201095
790.136939493139,3.39979141427205,60.8984527568892,0,1,0,1661.96266322738
763.319017116294,4,84.5512477462976,1,1,0,1375.34372956347
837.09191844029,3.46360650641282,77.3863804704042,0,0,0,1798.16555425522
865.10051996392,2.76073949127867,75.3608435178421,1,0,0,1903.4180431683
765.919835811896,2.53315896049337,73.9244303793951,1,0,0,1334.77318659649
764.866616885255,2.60476529626136,90.1685150445884,1,0,1,1378.47009271204
761.885416005427,2.16967560060412,101.327068399004,1,0,1,1205.91906909767
818.070498019093,3.32183185942871,50.8943896165343,1,0,1,1803.37187372975
806.561471511131,2.6651227778394,78.0682602877943,1,1,0,1570.17912343589
807.062368582734,3.10063550101644,86.7235665434445,1,0,1,1480.78364287983
730.988265781849,3.34654681222279,66.1943899694411,1,0,0,1173.66950071513
713.612607147386,2.77845000127114,51.5210313842253,1,0,0,1234.33360153672
776.599699681329,2.76763073650529,57.8443969031165,1,0,1,1478.89219821953
762.810109985129,3.29193249965946,55.4958431269883,0,0,0,1560.71738825051
900.001631788388,2.71172271777129,80.9101465510281,0,0,0,2045.21865875627
802.024124957166,2.78240182430422,69.5323590717677,1,0,1,1580.01590275952
729.164427568168,2.8498535972784,85.6824634160899,1,0,1,1232.84451229185
823.807185641461,3.15799395536005,55.3505441147178,0,1,1,1799.45107230819
869.697237484716,2.75617373152108,90.0168923954799,0,0,0,1766.34698686218
725.19434147591,2.95538134645596,73.5680636789732,0,0,1,1211.96259450337
847.086072076748,3.08287049669328,65.7485321588181,1,1,0,1914.47555532192
888.122531912587,2.8335286302548,72.3885632534662,1,1,1,1889.84855228047
816.382654294942,3.38037473506547,56.7619778107477,1,0,1,1766.058289189
895.316096443187,2.90411659546806,76.2827273752696,1,0,1,2021.70037368799
